UnitID,Institution Name,Students from the full-time adjusted fall 2018 cohort enrolled in fall 2019 (EF2019D),Students from the full-time adjusted fall 2017 cohort enrolled in fall 2018 (EF2018D_RV),Students from the full-time adjusted fall 2016 cohort enrolled in fall 2017 (EF2017D_RV),Students from the full-time adjusted fall 2015 cohort enrolled in fall 2016 (EF2016D_RV),Students from the full-time adjusted fall 2014 cohort enrolled in fall 2015 (EF2015D_RV),Students from the full-time adjusted fall 2013 cohort enrolled in fall 2014 (EF2014D_RV),Students from the full-time adjusted fall 2012 cohort enrolled in fall 2013 (EF2013D_RV),Students from the full-time adjusted fall 2011 cohort enrolled in fall 2012 (EF2012D_RV),
459824,Touro University Nevada,,,,,,,,,
459727,Touro University Worldwide,15,18,14,11,3,4,4,2,
445054,Toyota Technological Institute at Chicago,,,,,,,,,
157818,Transylvania University,245,230,199,267,222,241,289,213,
221892,Trevecca Nazarene University,256,291,275,262,229,185,175,194,
206154,Tri-State Bible College,0,0,0,0,0,2,0,4,
152567,Trine University,484,479,370,357,383,269,347,293,
414878,Trine University-Regional/Non-Traditional Campuses,0,1,1,1,4,0,3,5,
137953,Trinity Baptist College,46,29,47,31,47,35,25,22,
200484,Trinity Bible College and Graduate School,21,30,24,23,36,27,26,33,
149505,Trinity Christian College,119,153,137,158,155,171,139,187,
130590,Trinity College,525,526,506,504,537,536,537,519,
137962,Trinity College of Florida,17,12,17,18,12,7,17,13,
146755,Trinity College of Nursing & Health Sciences,0,0,0,1,0,0,0,1,
216463,Trinity Episcopal School for Ministry,,,,,,,,,
135610,Trinity International University-Florida,1,0,0,0,0,,,4,
149514,Trinity International University-Illinois,100,78,99,92,115,141,109,107,
123448,Trinity Law School,,,,,,,,,
229267,Trinity University,637,582,586,535,587,472,524,566,
131876,Trinity Washington University,156,169,127,143,195,159,139,170,
196653,Trocaire College,0,0,0,0,0,0,0,0,
141237,Truett McConnell University,178,125,149,131,128,126,121,101,
168148,Tufts University,1481,1354,1285,1296,1305,1267,1259,1277,
160755,Tulane University of Louisiana,1770,1794,1727,1573,1515,1483,1485,1463,
200527,Turtle Mountain Community College,5,11,11,11,12,14,11,6,
221953,Tusculum University,170,180,208,191,176,185,168,170,
102377,Tuskegee University,417,433,420,418,442,463,470,594,
246789,Unification Theological Seminary,,,,,,4,0,,
491525,Union Bible College,5,5,,,,,,,
157863,Union College,140,158,153,138,134,148,119,102,
181738,Union College,95,97,110,124,92,127,99,106,
196866,Union College,533,541,512,520,528,505,542,535,
206279,Union Institute & University,1,1,6,3,0,8,4,1,
233842,Union Presbyterian Seminary,,,,,,,,,
196884,Union Theological Seminary in the City of New York,,,,,,,,,
221971,Union University,315,298,286,287,241,321,334,339,
213631,United Lutheran Seminary,,,,,,,,,
102395,United States Sports Academy,,,,,,,,,
197018,United Talmudical Seminary,413,389,416,412,461,468,385,324,
206288,United Theological Seminary,,,,,,,,,
175139,United Theological Seminary of the Twin Cities,,,,,,,,,
200554,United Tribes Technical College,0,0,3,8,22,5,16,10,
161572,Unity College,129,124,138,143,121,108,92,97,
128744,University of Bridgeport,362,370,342,259,299,360,374,244,
237312,University of Charleston,168,228,176,208,209,166,159,166,
144050,University of Chicago,1788,1705,1572,1520,1438,1409,1511,1400,
224323,University of Dallas,321,333,315,327,277,304,272,298,
202480,University of Dayton,1965,2021,1648,1916,1970,1614,1815,1714,
127060,University of Denver,1251,1298,1198,1224,1221,1209,1044,1063,
169716,University of Detroit Mercy,460,447,451,417,388,398,395,442,
153278,University of Dubuque,331,339,256,285,295,286,280,260,
150534,University of Evansville,416,378,453,456,430,459,444,528,
457402,University of Fort Lauderdale,0,0,0,0,0,0,0,,
129525,University of Hartford,769,833,807,913,719,773,927,864,
179265,University of Health Sciences and Pharmacy in St. Louis,92,95,103,172,171,217,229,224,
160065,University of Holy Cross,49,51,60,52,38,39,42,37,
151263,University of Indianapolis,882,836,745,734,712,581,602,568,
200156,University of Jamestown,189,140,189,177,163,170,135,159,
117140,University of La Verne,548,497,441,633,478,483,540,429,
232609,University of Lynchburg,386,428,391,426,382,359,403,445,
200217,University of Mary,423,357,306,323,314,322,283,263,
226471,University of Mary Hardin-Baylor,581,548,544,518,488,459,413,424,
135726,University of Miami,2173,2018,1856,1867,1890,1957,1814,1956,
101693,University of Mobile,181,171,153,203,204,199,170,178,
199069,University of Mount Olive,158,184,187,178,166,139,151,139,
204185,University of Mount Union,450,413,483,426,493,432,477,469,
161457,University of New England,484,446,518,467,401,435,383,395,
129941,University of New Haven,1004,1073,881,991,961,921,854,965,
204486,University of Northwestern Ohio,41,37,46,75,55,56,71,60,
174491,University of Northwestern-St Paul,339,302,337,364,351,372,356,359,
152080,University of Notre Dame,2024,2011,2004,1957,1977,2025,1980,1965,
215062,University of Pennsylvania,2406,2367,2367,2328,2297,2288,2330,2348,
157535,University of Pikeville,183,167,186,176,203,211,192,249,
209825,University of Portland,904,898,847,859,993,750,785,743,
180258,University of Providence,79,48,64,96,97,81,93,107,
236328,University of Puget Sound,528,475,579,559,572,585,547,593,
121691,University of Redlands,611,616,479,429,630,579,640,585,
122603,University of Redlands Graduate School of Theology,,,,,,,,,
233374,University of Richmond,777,746,758,752,759,756,732,729,
205203,University of Rio Grande,119,112,124,149,164,216,158,161,
195030,University of Rochester,1424,1472,1415,1347,1380,1420,1290,1220,
152336,University of Saint Francis-Fort Wayne,216,314,230,245,218,241,223,230,
130314,University of Saint Joseph,173,109,96,159,101,121,121,126,
488785,University of Saint Katherine,33,12,18,,,,,,
155812,University of Saint Mary,85,88,78,96,80,72,84,66,
148885,University of Saint Mary of the Lake,,,,,,,,,
122436,University of San Diego,1202,1084,1024,962,983,1112,967,1025,
122612,University of San Francisco,1303,1273,1350,1086,1246,999,1169,1050,
215929,University of Scranton,828,784,868,793,937,783,868,905,
219383,University of Sioux Falls,233,201,197,192,171,171,175,116,
123961,University of Southern California,3277,3246,2957,2841,2965,2823,2895,2834,
148584,University of St Francis,174,182,172,149,165,192,174,143,
174914,University of St Thomas,1430,1192,1192,1256,1252,1166,1266,1164,
227863,University of St Thomas,294,239,231,195,186,204,203,184,
156541,University of the Cumberlands,322,267,255,284,261,292,237,251,
225627,University of the Incarnate Word,595,526,552,671,700,756,702,769,
107558,University of the Ozarks,182,195,113,154,129,108,109,125,
120883,University of the Pacific,626,630,481,620,619,636,573,635,
215132,University of the Sciences,274,297,268,274,325,388,425,407,
188182,University of the Southwest,40,51,45,46,26,27,20,45,
449870,University of the West,15,8,11,5,15,11,20,2,
207971,University of Tulsa,697,647,626,643,670,745,720,515,
216542,University of Valley Forge,72,71,111,92,72,98,120,135,
210438,University of Western States,,,,,,,,,
154493,Upper Iowa University,111,154,118,154,148,159,174,143,
440004,Upper Valley Educators Institute,,,,,,,,,
455099,Urshan Graduate School of Theology,,,,,,,,,
216524,Ursinus College,328,357,326,362,427,390,407,383,
206349,Ursuline College,72,55,75,80,54,73,58,55,
446604,Uta Mesivta of Kiryas Joel,348,310,275,280,281,297,215,279,
197045,Utica College,414,384,520,484,330,348,364,354,
152600,Valparaiso University,638,643,713,638,585,738,665,604,
221999,Vanderbilt University,1550,1555,1544,1556,1553,1560,1563,1534,
149639,VanderCook College of Music,12,14,15,17,20,13,17,18,
123651,Vanguard University of Southern California,349,322,299,280,244,294,331,303,
197133,Vassar College,658,597,630,639,621,625,628,639,
188340,Vaughn College of Aeronautics and Technology,112,69,59,59,53,48,66,53,
455992,Vermont College of Fine Arts,,,,,,,,,
231147,Vermont Law School,,,,,,,,,
197142,Villa Maria College,53,64,69,68,50,48,23,28,
216597,Villanova University,1610,1646,1587,1611,1599,1554,1542,1551,
449834,Virginia Beach Theological Seminary,,,0,0,,,,,
234164,Virginia Union University,116,230,191,302,253,201,206,202,
490106,Virginia University of Integrative Medicine,,,,,,,,,
234137,Virginia University of Lynchburg,5,8,6,12,16,33,43,40,
234173,Virginia Wesleyan University,210,264,233,211,264,300,293,296,
449764,Visible Music College,4,17,19,14,8,13,17,14,
240107,Viterbo University,243,221,221,225,247,216,246,272,
218919,Voorhees College,91,94,83,43,77,62,87,63,
446613,W L Bonner College,,,0,0,0,0,,1,
152673,Wabash College,248,198,188,218,218,215,215,251,
197197,Wagner College,332,349,335,353,355,353,375,383,
199847,Wake Forest University,1338,1287,1230,1216,1200,1150,1146,1163,
236896,Walla Walla University,315,279,332,291,277,306,305,298,
172608,Walsh College,,,,,,,,,
206437,Walsh University,341,357,326,364,350,375,363,381,
210304,Warner Pacific University,44,50,56,56,82,54,55,66,
480198,Warner Pacific University Professional and Graduate Studies,0,2,10,9,8,12,0,0,
138275,Warner University,127,139,102,109,124,125,96,79,
199865,Warren Wilson College,155,95,115,116,149,145,147,156,
154527,Wartburg College,365,355,349,291,369,334,390,385,
154536,Wartburg Theological Seminary,,,,,,,,,
216667,Washington & Jefferson College,290,276,374,333,314,280,323,321,
162210,Washington Adventist University,102,81,60,105,79,75,93,118,
234207,Washington and Lee University,463,453,451,433,453,467,463,466,
164216,Washington College,251,310,349,338,320,296,321,338,
179867,Washington University in St Louis,1726,1711,1706,1646,1658,1550,1564,1420,
392840,Watkins College of Art Design & Film,16,21,28,25,35,30,29,45,
229780,Wayland Baptist University,116,132,134,137,151,142,167,167,
216694,Waynesburg University,244,309,302,268,268,333,286,326,
197221,Webb Institute,24,26,26,21,20,22,20,17,
138293,Webber International University,102,84,92,77,84,116,74,74,
179894,Webster University,377,398,343,308,357,375,332,372,
190424,Weill Medical College of Cornell University,,,,,,,,,
220206,Welch College,36,23,41,35,44,29,43,37,
168218,Wellesley College,587,578,559,571,561,556,565,534,
197230,Wells College,104,96,93,132,125,111,143,96,
168227,Wentworth Institute of Technology,849,799,804,808,892,741,809,798,
176451,Wesley Biblical Seminary,,,,,,,,,
131098,Wesley College,150,210,200,229,213,250,232,232,
131973,Wesley Theological Seminary,,,,,,,,,
141325,Wesleyan College,106,56,69,84,74,80,80,83,
130697,Wesleyan University,776,730,735,715,711,715,715,768,
237905,West Virginia University Hospital Departments of Rad Tech and Nutrition,,,,,,,0,14,
237969,West Virginia Wesleyan College,244,258,285,276,298,344,263,259,
490373,Western Michigan University Homer Stryker M.D. School of Medicine,,,,,,,,,
172477,Western Michigan University-Thomas M. Cooley Law School,,,,,,,,,
168254,Western New England University,573,600,565,561,591,517,597,585,
210368,Western Seminary,,,,,,,,,
172705,Western Theological Seminary,,,,,,,,,
112525,Western University of Health Sciences,,,,,,,,,
179946,Westminster College,134,133,163,179,176,201,202,212,
216807,Westminster College,273,254,291,253,241,247,273,313,
230807,Westminster College,340,290,338,355,388,311,354,389,
216816,Westminster Theological Seminary,,,,,,,,,
125718,Westminster Theological Seminary in California,,,,,,,,,
125727,Westmont College,276,290,283,275,311,251,275,290,
149781,Wheaton College,565,534,549,577,574,557,564,569,
168281,Wheaton College,409,437,464,360,364,378,400,378,
238078,Wheeling University,83,123,141,130,182,184,180,146,
237057,Whitman College,381,352,381,341,366,369,358,375,
125763,Whittier College,403,396,330,335,310,384,335,363,
237066,Whitworth University,584,415,504,497,530,502,562,443,
475200,Whitworth University-Adult Degree Programs,,,,,,,,,
216852,Widener University,628,597,583,693,572,632,536,538,
206491,Wilberforce University,109,46,81,76,23,23,43,87,
229887,Wiley College,63,68,109,99,128,147,153,147,
216931,Wilkes University,492,441,499,443,431,459,462,433,
210401,Willamette University,326,363,406,446,478,452,451,528,
176479,William Carey University,161,147,152,150,129,129,134,109,
166717,William James College,,,,,,,,,
122728,William Jessup University,164,140,145,110,154,125,111,97,
179955,William Jewell College,131,144,188,192,216,199,232,194,
199272,William Peace University,139,131,119,150,126,186,155,85,
154590,William Penn University,157,139,122,158,183,158,156,158,
179964,William Woods University,128,141,146,137,149,147,145,134,
107877,Williams Baptist University,76,74,79,63,95,90,77,78,
168342,Williams College,518,540,541,534,530,532,536,524,
443340,Williamson Christian College,3,2,2,0,3,6,1,5,
206507,Wilmington College,251,216,211,189,247,187,224,206,
131113,Wilmington University,140,135,183,166,170,187,195,230,
217013,Wilson College,127,124,90,80,78,55,40,47,
206516,Winebrenner Theological Seminary,,,,,,,,,
199962,Wingate University,630,683,458,509,428,465,413,382,
240338,Wisconsin Lutheran College,223,184,179,199,166,161,198,209,
240213,Wisconsin School of Professional Psychology,,,,,,,,,
206525,Wittenberg University,340,377,396,383,389,439,364,418,
218973,Wofford College,426,397,392,379,426,369,392,397,
491631,Women's Institute of Torah Seminary and College,3,1,,,,,,,
442064,Won Institute of Graduate Studies,,,,,,,,,
488907,Wongu University of Oriental Medicine,,,,,,,,,
125897,Woodbury University,151,89,99,91,116,76,132,98,
168421,Worcester Polytechnic Institute,1217,1074,1063,1039,1011,1070,909,969,
401223,World Mission University,9,2,3,1,3,2,3,4,
486460,Wright Graduate University for the Realization of Human Potential,,,,,,,,,
206622,Xavier University,1157,1037,937,1000,998,1086,882,894,
160904,Xavier University of Louisiana,524,534,545,494,428,477,473,509,
130794,Yale University,1556,1562,1360,1343,1344,1336,1337,1334,
490319,Yeshiva Bais Aharon,5,9,6,,,,,,
491622,Yeshiva Chemdas Hatorah,18,13,,,,,,,
434937,Yeshiva College of the Nations Capital,0,1,3,6,2,1,9,0,
420325,Yeshiva D'monsey Rabbinical College,9,7,5,4,6,8,4,7,
197647,Yeshiva Derech Chaim,23,18,7,16,8,22,16,22,
491914,Yeshiva Gedola Tiferes Yerachmiel,21,18,,,,,,,
375230,Yeshiva Gedolah Imrei Yosef D'spinka,23,12,16,6,8,9,9,8,
491640,Yeshiva Gedolah Keren Hatorah,35,32,,,,,,,
481410,Yeshiva Gedolah Kesser Torah,20,18,20,18,10,10,12,,
491710,Yeshiva Gedolah of Cliffwood,19,19,,,,,,,
247773,Yeshiva Gedolah of Greater Detroit,9,11,13,13,17,15,19,3,
488350,Yeshiva Gedolah Shaarei Shmuel,17,23,13,13,,,,,
491613,Yeshiva Gedolah Tiferes Boruch,13,7,,,,,,,
476692,Yeshiva Gedolah Zichron Leyma,5,4,0,2,3,3,2,1,
197601,Yeshiva Karlin Stolin,14,11,8,15,18,13,16,4,
491057,Yeshiva Kollel Tifereth Elizer,4,4,10,,,,,,
190752,Yeshiva of Far Rockaway Derech Ayson Rabbinical Seminary,8,12,8,9,5,6,19,,
455257,Yeshiva of Machzikai Hadas,75,66,80,85,106,67,60,60,
197674,Yeshiva of Nitra Rabbinical College,46,39,49,54,69,66,65,60,
431983,Yeshiva of the Telshe Alumni,16,28,23,22,24,34,18,23,
126076,Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary,45,40,38,33,29,33,21,26,
490504,Yeshiva Ohr Naftoli,6,3,3,,,,,,
486017,Yeshiva Ohr Yisrael,5,1,1,0,2,,,,
490276,Yeshiva Shaar Ephraim,23,27,38,,,,,,
197692,Yeshiva Shaar Hatorah,23,19,26,28,16,22,26,24,
441609,Yeshiva Shaarei Torah of Rockland,0,0,0,0,0,1,2,1,
486026,Yeshiva Sholom Shachna,19,21,16,20,18,,,,
451398,Yeshiva Toras Chaim,49,55,55,56,55,46,50,32,
197708,Yeshiva University,482,497,480,464,425,472,484,465,
481438,Yeshiva Yesodei Hatorah,17,7,12,11,12,17,9,,
487746,Yeshiva Zichron Aryeh,2,1,0,3,,,,,
363712,Yeshivah Gedolah Rabbinical College,2,1,7,1,2,17,15,8,
451370,Yeshivas Be'er Yitzchok,6,6,2,5,7,6,3,0,
491765,Yeshivas Emek Hatorah,0,0,,,,,,,
488101,Yeshivas Maharit D'Satmar,23,13,11,22,,,,,
405058,Yeshivas Novominsk,44,31,38,35,43,33,39,21,
217040,Yeshivath Beth Moshe,9,3,8,11,14,14,13,9,
197735,Yeshivath Viznitz,88,101,102,104,96,109,88,85,
197744,Yeshivath Zichron Moshe,7,7,7,11,9,11,15,15,
401250,Yo San University of Traditional Chinese Medicine,,,,,,,,,
181853,York College,73,69,58,58,54,51,54,81,
217059,York College of Pennsylvania,793,763,724,699,851,841,850,853,
141361,Young Harris College,258,201,212,210,333,284,237,206,
458575,Zaytuna College,,4,,6,3,,,,
